Component Name,Original Filename,Area,Mass Info,Sample Name
Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,2710000,146.0 / 128.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313
Malate 137/119,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,0,137.0 / 119.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297,380000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,586000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,294000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,415000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273,547000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,106000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,117000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289,185000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,213000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281,210000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313,160000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305,120000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,108000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,92100,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,87300,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,33900,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,57300,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292,139000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269,118000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268,48300,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284,68600,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,119000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270,49100,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296,70200,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272,76100,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285,48800,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308,32800,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288,114000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271,47700,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293,80400,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294,29300,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276,30600,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309,57200,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265,62000,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286,53400,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280,37300,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,46400,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277,53100,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278,51800,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295,24900,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301,60700,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310,27500,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304,40200,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302,34500,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312,56300,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287,78700,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279,20400,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303,35400,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311,24400,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155
Pyruvate 87/87,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,0,87.0 / 87.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163
Pyruvate 88/88,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297,106000,88.0 / 88.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297
